latitude start,latitude end,longitude start,longitude end,time,source,hash
10.0625,15.0625,-59.9375,-54.9375,2020-01-09,des,50df300956b6cf3c0219092b5a1a3b8a
10.0625,15.0625,-59.9375,-54.9375,2020-02-07,des,ce8190124782e5f4157adbda40983fb0
10.0625,15.0625,-59.9375,-54.9375,2020-03-07,des,559807e2805d00433ce1a4044ca644ef
10.0625,15.0625,-59.9375,-54.9375,2020-04-05,des,99556329d2269100c22d5fde3736fa42
10.0625,15.0625,-59.9375,-54.9375,2020-05-04,des,4757a4f77f9b480640f167a123ce6b21
10.0625,15.0625,-59.9375,-54.9375,2020-06-02,des,e8f8199ccae2ef31ba068a2a595624e7
10.0625,15.0625,-59.9375,-54.9375,2020-07-01,des,6e106116a75cba05b6fbc82ccd5e7e99
10.0625,15.0625,-59.9375,-54.9375,2020-07-30,des,b9edcf1370a0e46c9b66425aa2740f8a
10.0625,15.0625,-59.9375,-54.9375,2020-08-28,des,63ddb3482eb17a173801b9b0cdbc7c3b
10.0625,15.0625,-59.9375,-54.9375,2020-09-26,des,b8b3c7960dcdf7d17033810bb43e8981
10.0625,15.0625,-59.9375,-54.9375,2020-10-25,des,8ce5264478f55b7d1d993771c5be4919
10.0625,15.0625,-59.9375,-54.9375,2020-11-23,des,834a1945ad0877cdc6696f9b4af77cc6
10.0625,15.0625,-59.9375,-54.9375,2020-12-22,des,202a12cf46b0efebc793d764109c7dbe
10.0625,15.0625,-54.9375,-49.9375,2020-01-07,des,25222bbffbb7471c2b5f41c749c0b948
10.0625,15.0625,-54.9375,-49.9375,2020-01-10,des,88c191991692873b36364017c6d1014f
10.0625,15.0625,-54.9375,-49.9375,2020-01-17,des,7be4f902bc8ca413d6c8c2bcd8974513
10.0625,15.0625,-54.9375,-49.9375,2020-01-24,des,3590bf4f7bfc280c4ec8cbafb01c0fdc
10.0625,15.0625,-54.9375,-49.9375,2020-02-05,des,e54f5fb3fcf31514c26a40289d5c67af
10.0625,15.0625,-54.9375,-49.9375,2020-02-08,des,a16847223c4871f46a2b143afc20cdd1
10.0625,15.0625,-54.9375,-49.9375,2020-02-15,des,ce66c162db6bde343ae2f3afc2eb2f2f
10.0625,15.0625,-54.9375,-49.9375,2020-03-05,des,7bce0655d81c5066ab64de8709bc840b
10.0625,15.0625,-54.9375,-49.9375,2020-03-08,des,522334a4de7e27337455ca1aca789dbe
10.0625,15.0625,-54.9375,-49.9375,2020-03-15,des,62eec413510bd876e2912a10c60214c1
10.0625,15.0625,-54.9375,-49.9375,2020-04-03,des,fb75348db51d9074ec61f2c0c1b571fe
10.0625,15.0625,-54.9375,-49.9375,2020-04-06,des,7bd2a5456ddd3a2f66637cb1c0c4cc4c
10.0625,15.0625,-54.9375,-49.9375,2020-04-13,des,353ec49534794bf8b73aa61ee643e4a9
10.0625,15.0625,-54.9375,-49.9375,2020-05-02,des,6434fac1876133a1bee7f7acca8ad584
10.0625,15.0625,-54.9375,-49.9375,2020-05-05,des,64b430e816350262f683d3931b6c4092
10.0625,15.0625,-54.9375,-49.9375,2020-05-12,des,d71208d0fab8f0704c575bddc35d77c2
10.0625,15.0625,-54.9375,-49.9375,2020-05-31,des,ab0b6dc0cdca764d6ce31fabd4e9d530
10.0625,15.0625,-54.9375,-49.9375,2020-06-03,des,c2137bd4fab9dc82f71199f4ff3e6614
10.0625,15.0625,-54.9375,-49.9375,2020-06-10,des,1edd86bcd410617233202261d12c5192
10.0625,15.0625,-54.9375,-49.9375,2020-06-29,des,243358d1cb04a82def38e6468af7a3cb
10.0625,15.0625,-54.9375,-49.9375,2020-07-02,des,978228f41242b1941394910825bbf74a
10.0625,15.0625,-54.9375,-49.9375,2020-07-09,des,1a6b0acb64fc76e72dbf511e7ac339a7
10.0625,15.0625,-54.9375,-49.9375,2020-07-28,des,f8a879bd9fd7d3143f30fe697cf9ec16
10.0625,15.0625,-54.9375,-49.9375,2020-07-31,des,ae450385e2437eac575e100622202d77
10.0625,15.0625,-54.9375,-49.9375,2020-08-07,des,864d6fe09caa521b7b950b2eafaf242e
10.0625,15.0625,-54.9375,-49.9375,2020-08-14,des,4be10c249e35e8cc3de5729adb87b5cd
10.0625,15.0625,-54.9375,-49.9375,2020-08-26,des,da1c868e40ed5e31337433843f8b903e
10.0625,15.0625,-54.9375,-49.9375,2020-08-29,des,0083a9a75914fb93d78f1a90b38924bc
10.0625,15.0625,-54.9375,-49.9375,2020-09-05,des,3402c6ce571b62c12c4a0c176b9b868a
10.0625,15.0625,-54.9375,-49.9375,2020-09-12,des,c6e1820def67020cf48270332db02b1e
10.0625,15.0625,-54.9375,-49.9375,2020-09-24,des,cd5d082ad16991bfc645f82479f57608
10.0625,15.0625,-54.9375,-49.9375,2020-09-27,des,f4ac6b46c8c6ba665ed8ddf772b54623
10.0625,15.0625,-54.9375,-49.9375,2020-10-04,des,30f7c9755347ca81548457af94b29419
10.0625,15.0625,-54.9375,-49.9375,2020-10-11,des,3609cb660b057c9ec07501f1901f0207
10.0625,15.0625,-54.9375,-49.9375,2020-10-23,des,ae41f7580e2c5ebc4db0ec3a3541341d
10.0625,15.0625,-54.9375,-49.9375,2020-10-26,des,4cb0c4c2c453806ab1a5ab890eb0c27d
10.0625,15.0625,-54.9375,-49.9375,2020-11-02,des,ebe0ec636429ff938b768f615ec99318
10.0625,15.0625,-54.9375,-49.9375,2020-11-09,des,3461f1b17b877b8e8cf644f78c3618b5
10.0625,15.0625,-54.9375,-49.9375,2020-11-21,des,ffd8acc974b6c2e80c8d3bc6445f75d8
10.0625,15.0625,-54.9375,-49.9375,2020-11-24,des,81a198688a4f31ba36cae7e2ba43b1df
10.0625,15.0625,-54.9375,-49.9375,2020-12-01,des,d0c0194fe8221b007ec7a65b27fc57de
10.0625,15.0625,-54.9375,-49.9375,2020-12-08,des,82f79eb2886ebff6993d6adf099e67f0
10.0625,15.0625,-54.9375,-49.9375,2020-12-20,des,966d9403bdd3c8c094ff223245c9fef5
10.0625,15.0625,-54.9375,-49.9375,2020-12-23,des,5d521c04046c4baad5970e140be00467
10.0625,15.0625,-54.9375,-49.9375,2020-12-30,des,43d4db215f4b0a7a128c376be74042b9
10.0625,15.0625,-49.9375,-44.9375,2020-01-03,des,9e5267e72df07b7da0d837dc564c5d7e
10.0625,15.0625,-49.9375,-44.9375,2020-01-06,des,6ea95bb23528359c35bd95ed82c73601
10.0625,15.0625,-49.9375,-44.9375,2020-01-18,des,c631028f50ec6a08e2f9446822e62ad7
10.0625,15.0625,-49.9375,-44.9375,2020-01-25,des,6377e49cf5b157504e18fd0a40261935
10.0625,15.0625,-49.9375,-44.9375,2020-01-27,des,4810bb227a213d60d6e6dd96ab198794
10.0625,15.0625,-49.9375,-44.9375,2020-02-01,des,3bc27ad106bcbbd8b2d2fd8dcbef44bf
10.0625,15.0625,-49.9375,-44.9375,2020-02-04,des,d7a03387dd30ca9301d00c761f5c7435
10.0625,15.0625,-49.9375,-44.9375,2020-02-16,des,2ada722077dec090e092566902768ed0
10.0625,15.0625,-49.9375,-44.9375,2020-02-23,des,b896060e86dbe0f9bf9b3c6dac89eec6
10.0625,15.0625,-49.9375,-44.9375,2020-02-25,des,bf6600863a770b4db56d9caa08fa2960
10.0625,15.0625,-49.9375,-44.9375,2020-03-01,des,c335c4530ce36c573b0df123db53e2a3
10.0625,15.0625,-49.9375,-44.9375,2020-03-04,des,fee67cca6c2a1d443b528261d05e0d21
10.0625,15.0625,-49.9375,-44.9375,2020-03-16,des,c5f75bd6970c6fcc827f9f2bca394e64
10.0625,15.0625,-49.9375,-44.9375,2020-03-23,des,59f39d28d24b25c133a0b7ea08afe1a0
10.0625,15.0625,-49.9375,-44.9375,2020-03-25,des,08915467ac726576573452a036796f14
10.0625,15.0625,-49.9375,-44.9375,2020-03-30,des,af25271291d9fa53c625235084564815
10.0625,15.0625,-49.9375,-44.9375,2020-04-02,des,bc9a0595a64873e56b091a71aa369d7d
10.0625,15.0625,-49.9375,-44.9375,2020-04-14,des,9611f0cfd169dcac6d8a4c1d415a7e31
10.0625,15.0625,-49.9375,-44.9375,2020-04-21,des,3cc8792fd64abd870f972fbcee994cfb
10.0625,15.0625,-49.9375,-44.9375,2020-04-23,des,a0e7a0c464fbb31e3dd6a56f8a104962
10.0625,15.0625,-49.9375,-44.9375,2020-04-28,des,facb6792f8203d13fc8b35858fa74c0f
10.0625,15.0625,-49.9375,-44.9375,2020-05-01,des,c638c80034b6910d942a29e48524f388
10.0625,15.0625,-49.9375,-44.9375,2020-05-13,des,d9e399d09a8e9b417cb6b1d2053095c4
10.0625,15.0625,-49.9375,-44.9375,2020-05-20,des,1fd0dde7579416e3c6943a02ab400bad
10.0625,15.0625,-49.9375,-44.9375,2020-05-22,des,5ebd0ca11735a23aa765ab825d7a15c7
10.0625,15.0625,-49.9375,-44.9375,2020-05-27,des,be6b80b1ce4392097713146abd01eedc
10.0625,15.0625,-49.9375,-44.9375,2020-05-30,des,4a36ba352c2a1f855b05ea89cca78e19
10.0625,15.0625,-49.9375,-44.9375,2020-06-11,des,9b90f78af1f39cc902d889afcda82842
10.0625,15.0625,-49.9375,-44.9375,2020-06-18,des,c452e20c8bd9a9b4db36dba753afb555
10.0625,15.0625,-49.9375,-44.9375,2020-06-20,des,df75485d0efebbeeafb3454afa6bbb79
10.0625,15.0625,-49.9375,-44.9375,2020-06-25,des,1db15efc8e78ca551e60b1baaf9744de
10.0625,15.0625,-49.9375,-44.9375,2020-06-28,des,2f929af1ce2811c647063e65ec8b57f8
10.0625,15.0625,-49.9375,-44.9375,2020-07-10,des,c19e4f3dcdfff1636165c13b3590418a
10.0625,15.0625,-49.9375,-44.9375,2020-07-17,des,42d5e46518e11f3be6749a9eb1c3db15
10.0625,15.0625,-49.9375,-44.9375,2020-07-19,des,7d5a24d2a14dd089de4a3104d12ea0f1
10.0625,15.0625,-49.9375,-44.9375,2020-07-24,des,b552dc6eb379e4641933fcee7ff2fd1e
10.0625,15.0625,-49.9375,-44.9375,2020-07-27,des,64d0070ed897823c461088b3ba556886
10.0625,15.0625,-49.9375,-44.9375,2020-08-08,des,cf8878b785874e450d3107929ba93d76
10.0625,15.0625,-49.9375,-44.9375,2020-08-15,des,c6d1976e1c8ed7236ad3fa7d6b1d8f57
10.0625,15.0625,-49.9375,-44.9375,2020-08-17,des,5bfec376c3a19a648d1553a81f168f07
10.0625,15.0625,-49.9375,-44.9375,2020-08-22,des,f3bb3091b6b14fcf37a050bcbaadec39
10.0625,15.0625,-49.9375,-44.9375,2020-08-25,des,66378e11dcc7b661fcd13187ccd9b0ce
10.0625,15.0625,-49.9375,-44.9375,2020-09-06,des,c40aaa2466889a215c2cf93b89dea309
10.0625,15.0625,-49.9375,-44.9375,2020-09-13,des,949ae4b0dcad419c736b4f908efd0fdb
10.0625,15.0625,-49.9375,-44.9375,2020-09-15,des,c2aa5fb57f5f895fe2a037074a75d177
10.0625,15.0625,-49.9375,-44.9375,2020-09-20,des,4955a13284c94ae192a59781b4876aa0
10.0625,15.0625,-49.9375,-44.9375,2020-09-23,des,10b6c6f162c7a284173f4ca3b831b999
10.0625,15.0625,-49.9375,-44.9375,2020-10-05,des,55ab4ba03f05cdd0a2bdff8b6a3ff191
10.0625,15.0625,-49.9375,-44.9375,2020-10-12,des,eb1bfcbf42c2a73a035e8bb2aebc4e43
10.0625,15.0625,-49.9375,-44.9375,2020-10-14,des,ccb8da1fbb292f1802e3e5b7625f1f59
10.0625,15.0625,-49.9375,-44.9375,2020-10-19,des,8526c569f5f1482e5d700a4aae8a0ea4
10.0625,15.0625,-49.9375,-44.9375,2020-10-22,des,55ac3b9c0a288a9f5dbec85b4c60bf80
10.0625,15.0625,-49.9375,-44.9375,2020-11-03,des,b67cd01b27767e7bc0fda4a9953c6491
10.0625,15.0625,-49.9375,-44.9375,2020-11-10,des,67633061697ca02069ce8e54bee25b52
10.0625,15.0625,-49.9375,-44.9375,2020-11-12,des,2e4386180fa2d8451166df59cc49d652
10.0625,15.0625,-49.9375,-44.9375,2020-11-17,des,1e6f79a66bd61fd1f3b7463bf48067ad
10.0625,15.0625,-49.9375,-44.9375,2020-11-20,des,bd620d0c58068b7c0a9047da82bc5a09
10.0625,15.0625,-49.9375,-44.9375,2020-12-02,des,943949fc2c4768a9a30b728aa2177b30
10.0625,15.0625,-49.9375,-44.9375,2020-12-09,des,399d62dce8c2e27ad96536feda29dd65
10.0625,15.0625,-49.9375,-44.9375,2020-12-11,des,054238cc11ca25d086fed42df1afd0c9
10.0625,15.0625,-49.9375,-44.9375,2020-12-16,des,26fc0d4389587aa94e81b3e47b1832e4
10.0625,15.0625,-49.9375,-44.9375,2020-12-19,des,2881b400f0995182c07518b7bc0e4403
10.0625,15.0625,-49.9375,-44.9375,2020-12-31,des,76db90fd51353ef27bc1be739fffa9ac
15.0625,20.0625,-59.9375,-54.9375,2020-01-04,des,16718c1e5ae68a99943a1db4c159d61d
15.0625,20.0625,-59.9375,-54.9375,2020-01-14,des,08e21712c63fd16182846ccf3bc78e61
15.0625,20.0625,-59.9375,-54.9375,2020-01-26,des,af6c2d277395ce8be4b07277a65b7016
15.0625,20.0625,-59.9375,-54.9375,2020-02-02,des,5fbbaafab4d39d30611345d903872c16
15.0625,20.0625,-59.9375,-54.9375,2020-02-12,des,73ecbeb55b5b0e192858a13d07479842
15.0625,20.0625,-59.9375,-54.9375,2020-02-24,des,e13c695d16ce2160ca2b7a7a31dff015
15.0625,20.0625,-59.9375,-54.9375,2020-03-02,des,05f63601aada58a87049c33e4ccc1603
15.0625,20.0625,-59.9375,-54.9375,2020-03-12,des,7b3ce8232c408aa27d43f39d9a95a397
15.0625,20.0625,-59.9375,-54.9375,2020-03-14,des,893068be7839a65a0136b9e23654f0bf
15.0625,20.0625,-59.9375,-54.9375,2020-03-24,des,0859cd0e7efd5fb7b9ff55b2a76ec95c
15.0625,20.0625,-59.9375,-54.9375,2020-03-31,des,404b5b87715ea7a5fbd7957629b4cf50
15.0625,20.0625,-59.9375,-54.9375,2020-04-10,des,62f8ac0f2948f8f836a880a2333eed94
15.0625,20.0625,-59.9375,-54.9375,2020-04-12,des,ac103c845c0ed0751e4e6acb6d44fa90
15.0625,20.0625,-59.9375,-54.9375,2020-04-22,des,b2181c8eb96050a258536cf63d03e408
15.0625,20.0625,-59.9375,-54.9375,2020-04-29,des,e283d457fc82ab00650725e42266f833
15.0625,20.0625,-59.9375,-54.9375,2020-05-09,des,31a9c82fdd8618aff3b529f98fe9fe60
15.0625,20.0625,-59.9375,-54.9375,2020-05-11,des,430c24cf65f2cd4310b8683d9261f25e
15.0625,20.0625,-59.9375,-54.9375,2020-05-21,des,489fd3f87f47d845f3b0a08f7ea35747
15.0625,20.0625,-59.9375,-54.9375,2020-05-28,des,f3c0482beeeacfcb0832929c89927940
15.0625,20.0625,-59.9375,-54.9375,2020-06-07,des,889d0eaf0649b0461027197fab4b6315
15.0625,20.0625,-59.9375,-54.9375,2020-06-09,des,63db658771332f79af6c036a9d1ab6ce
15.0625,20.0625,-59.9375,-54.9375,2020-06-19,des,d8e87cde0f4cf44984301922ad497118
15.0625,20.0625,-59.9375,-54.9375,2020-06-26,des,29851a0de50e69f62191dae7cf920488
15.0625,20.0625,-59.9375,-54.9375,2020-07-06,des,406e5518ce14bf40b4a635a0369a70e4
15.0625,20.0625,-59.9375,-54.9375,2020-07-18,des,da2c2550e816f899cfe0f4cb8bff051d
15.0625,20.0625,-59.9375,-54.9375,2020-07-25,des,81545e62bd0965162339559cc4e32d3a
15.0625,20.0625,-59.9375,-54.9375,2020-08-04,des,bd31b43d5aadbc6e6ff22a6a481cf479
15.0625,20.0625,-59.9375,-54.9375,2020-08-16,des,e02807e3145c8a9cf385ffc948d04126
15.0625,20.0625,-59.9375,-54.9375,2020-08-23,des,0995939471ef6a19aa9a36694ad40443
15.0625,20.0625,-59.9375,-54.9375,2020-09-02,des,17934e9a20a5a222cb0025168ef8afb0
15.0625,20.0625,-59.9375,-54.9375,2020-09-14,des,95251ab89f0f80b97c6cfac796088556
15.0625,20.0625,-59.9375,-54.9375,2020-09-21,des,1b6801f618175f5f3254afb13a5a0922
15.0625,20.0625,-59.9375,-54.9375,2020-10-01,des,728ae8253e294496c2f286579dfcd13c
15.0625,20.0625,-59.9375,-54.9375,2020-10-13,des,9c181abffa68861729bf9b1a1bc61f39
15.0625,20.0625,-59.9375,-54.9375,2020-10-20,des,3b6e557b213313415135ee9d31689fff
15.0625,20.0625,-59.9375,-54.9375,2020-10-30,des,241e84923784011a68e1272479926f15
15.0625,20.0625,-59.9375,-54.9375,2020-11-11,des,28484597bae2660d57933d416af8adab
15.0625,20.0625,-59.9375,-54.9375,2020-11-18,des,8adc219da1dcfce8bc5a8de8c051931f
15.0625,20.0625,-59.9375,-54.9375,2020-11-28,des,00fc2d169989ce6a6d859c804991b321
15.0625,20.0625,-59.9375,-54.9375,2020-12-10,des,67d41d93e9dfafb6fb507bfaf495d2a5
15.0625,20.0625,-59.9375,-54.9375,2020-12-17,des,34bed4e197d55a956fdbd3dc4d55a94b
15.0625,20.0625,-59.9375,-54.9375,2020-12-27,des,4bec6516d061e2ff184e9dd00b64733e
15.0625,20.0625,-54.9375,-49.9375,2020-01-05,des,2f216284af0d97a131ca56c2ec18a907
15.0625,20.0625,-54.9375,-49.9375,2020-01-12,des,88d7f8a7d5a86e79b6274c787e3bf968
15.0625,20.0625,-54.9375,-49.9375,2020-01-15,des,62efa454fdcb4c6a2229692d660f36b2
15.0625,20.0625,-54.9375,-49.9375,2020-01-27,des,c82a50e669abb09119b2936f27c48455
15.0625,20.0625,-54.9375,-49.9375,2020-02-03,des,132a8ab20ec160bf050ebd3a1e4628a9
15.0625,20.0625,-54.9375,-49.9375,2020-02-10,des,eb76cdbe60c82b0782f164882931b1a1
15.0625,20.0625,-54.9375,-49.9375,2020-02-13,des,17a180638fb7721a915821e48a55700e
15.0625,20.0625,-54.9375,-49.9375,2020-02-25,des,ba397e222ff0eb9edd8397970345dae6
15.0625,20.0625,-54.9375,-49.9375,2020-03-03,des,8c1a90c65d559583aa73473d33a2657d
15.0625,20.0625,-54.9375,-49.9375,2020-03-10,des,01f984bb4b47a868f90cb4844fbd59b3
15.0625,20.0625,-54.9375,-49.9375,2020-03-13,des,f75f1b2639d9b1f1982c5db1a09a9dd2
15.0625,20.0625,-54.9375,-49.9375,2020-03-25,des,cb4ade740a9aa9ca4adc45b71b860e68
15.0625,20.0625,-54.9375,-49.9375,2020-04-01,des,08cf69404e800b8b7577c7511e8b7964
15.0625,20.0625,-54.9375,-49.9375,2020-04-08,des,43f0b27f0d0ea2d0716a0193bf1563b9
15.0625,20.0625,-54.9375,-49.9375,2020-04-11,des,5e567dfb94dea787b7cf383aa5adc080
15.0625,20.0625,-54.9375,-49.9375,2020-04-23,des,019e987571741f32ceca65af4a59bb15
15.0625,20.0625,-54.9375,-49.9375,2020-04-30,des,483bd493a39ef80c95c70f1f48fa1c11
15.0625,20.0625,-54.9375,-49.9375,2020-05-07,des,73ebdd1476916bc2df785aa7c0d02444
15.0625,20.0625,-54.9375,-49.9375,2020-05-10,des,7c08d1481d65b04b28863350f997a26e
15.0625,20.0625,-54.9375,-49.9375,2020-05-22,des,cd470e2dd40290de9a2806bf77c2a31d
15.0625,20.0625,-54.9375,-49.9375,2020-05-29,des,c44f3d188dad49ddcca8b4216e5abbc4
15.0625,20.0625,-54.9375,-49.9375,2020-06-05,des,d8a3f0768676b133744719397baf61b2
15.0625,20.0625,-54.9375,-49.9375,2020-06-08,des,7d77f92a66e4471324e332884869e34e
15.0625,20.0625,-54.9375,-49.9375,2020-06-20,des,8080ab741d6cd024e803bc844b0c8dc7
15.0625,20.0625,-54.9375,-49.9375,2020-06-27,des,9bd16aa5042e08b278dd0171a5257827
15.0625,20.0625,-54.9375,-49.9375,2020-07-04,des,51acfd59055dad3f14187f2a1344ae69
15.0625,20.0625,-54.9375,-49.9375,2020-07-07,des,451da265b820c9a79ce5ee3c4e2329ab
15.0625,20.0625,-54.9375,-49.9375,2020-07-19,des,d6c287ee51bb3e0b5670705c3af40df2
15.0625,20.0625,-54.9375,-49.9375,2020-07-26,des,57dd98c4e744df933f6a408a91bde340
15.0625,20.0625,-54.9375,-49.9375,2020-08-02,des,9fff7434c00f0aa5c1bf0627aa6876ae
15.0625,20.0625,-54.9375,-49.9375,2020-08-05,des,eaee38a1da8cc2696943235bf2f7d272
15.0625,20.0625,-54.9375,-49.9375,2020-08-17,des,8fed5c26802e0e94bfa478484d54312d
15.0625,20.0625,-54.9375,-49.9375,2020-08-24,des,85804d97e95e19cef69f9576c6376781
15.0625,20.0625,-54.9375,-49.9375,2020-08-31,des,2a945fde8705cce0f8fdfe3b67e1fb3a
15.0625,20.0625,-54.9375,-49.9375,2020-09-03,des,97f2e9bc7a11908cb7d8b257569acb44
15.0625,20.0625,-54.9375,-49.9375,2020-09-15,des,bc8ebadcf8bcf2c87615b133c449ccbb
15.0625,20.0625,-54.9375,-49.9375,2020-09-22,des,71871c34f1ce87e9e955dd7cdb7c6809
